province,city_name,一九九七,一九九八,一九九九,二零零零,二零零一,二零零二,二零零三,二零零四,二零零五,二零零六,二零零七,二零零八,二零零九,二零一零,二零一一,二零一二,二零一三,总计
吉林,松原,80.8,101.87,108.39,103.84,117.86,129.86,148.7,179.04,227.81,281.24,377.29,532.94,668.16,858.69,1059.34,1243.38,1228.83,7448.04
吉林,通化,78.62,85.98,91.66,98.3,108.23,123.49,137.23,196.21,151.66,179.33,243.56,338.77,419.64,472.58,539.59,613.78,697.48,4576.11
吉林,延边,110.51,115.24,125.83,133.16,146.64,158.75,178.05,206.76,215.21,250.43,316.23,387.15,462.59,553.77,686.49,830.85,883.39,5761.05
吉林,长春,190.73,211.47,230.7,230.12,270.37,372.18,366.44,411.86,408.23,476.73,566.96,697.24,812.6,982.7,1179.98,1335.13,1444.07,10187.51
吉林,汇总,822.35,942.3,1021.53,1025.75,1163.01,1392.16,1534.95,1883.59,1791.44,2111.19,2699,3429.95,4226.13,5120.91,6196.14,7106.19,7796.92,50263.51
江苏,常州,299.43,315.98,341.02,378.47,424.54,452.78,538.32,662.32,792.21,971.64,1195.82,583,622.23,1896.84,869.34,2469.7,2769.17,15582.81
江苏,淮安,80.86,93.49,110.57,127.42,144.2,161.64,168.52,189.41,205.19,243.8,288.67,361.17,436.14,515.4,641.52,748,864.94,5380.94
江苏,连云港,147.31,166.09,176.81,189.43,203.09,221.67,189.8,211.45,239.15,289.51,359.91,441.43,571.59,713.42,903.29,1039.42,1182.4,7245.77
江苏,南京,90.3,100.28,106.88,117.46,136.39,172.29,210.02,276.47,325.57,423.48,435.3,327.84,404.51,1073.41,588.5,729,1774.08,7291.78
江苏,南通,372.62,403.88,431.73,469.59,499.9,549.39,625.44,762.9,880.62,1064.36,1276.81,1575.1,1368.4,2147.03,1965.97,2211.41,3231.24,19836.39
江苏,苏州,823.85,886.52,949.62,1066.31,1202,1459,1871.48,2302.63,2813.74,3450.34,4235.79,5178.72,5844.99,6891.11,8062.79,8942.21,9463.45,65444.55
江苏,泰州,232.93,248.55,268.08,293.81,326.81,365.11,417.98,507.81,591.99,708.97,889.73,1068.04,1277.74,1542.45,1848.93,2062.62,2309.77,14961.32
江苏,无锡,395.05,437.25,475.04,508.85,564.95,634.04,770.05,947.97,1150.99,1408.19,1695.62,2130.02,2393.87,2806.74,3315.99,3621.36,3896.29,27152.27
江苏,宿迁,106.02,119.49,129.76,143.32,159.64,176.94,197.69,211.39,231.43,286.33,342.43,424.44,544.8,681.69,874.68,1018.87,1148.99,6797.91
江苏,徐州,266.97,292.46,312.78,342.12,381.27,423.68,452.05,525.28,584.35,697.86,826.35,1013.91,1353.38,1721.22,1570.18,1826.13,2885.81,15475.8
江苏,盐城,373.15,411.82,441.78,478.94,526.16,588.81,654.96,722.39,832.37,972.5,1130.05,1166.37,1388.58,1962.89,2014.88,2268.86,2867.94,18802.45
江苏,扬州,210.25,223.78,251,264.97,272.18,302.26,350.07,425.51,500.44,600.04,730.12,887.02,1041.9,1259.18,927.44,1029.3,1869.14,11144.6
江苏,镇江,250.72,270.8,286.3,307.27,337.78,370.5,424.15,502.99,557.21,639.51,760.97,778.45,930.81,1288.33,1316.84,1527.57,1998.87,12549.07
江苏,汇总,3742.88,4072.4,4391.25,4808.16,5311.43,6016.06,7024.16,8431.25,9905.32,11995.12,14450.62,16262.51,18538.44,24929.75,25420.52,30083.59,36920.4,232303.86
江西,抚州,77.67,82.02,84.8,86.2,92.65,99.68,109.62,123.13,156.9,184.74,223.26,278.25,325.69,392.64,475.2,564.63,648.08,4005.16
江西,赣州,181.42,198.98,208.67,217.71,233.08,252.21,281.75,320.86,404.44,474.2,569.09,692.47,784.99,917.09,1109.99,1260.85,1420.49,9528.29
江西,吉安,107.73,121.18,126.44,133.49,136.11,144.75,168.94,185.41,242.51,279.01,329.99,412.75,478.69,589.33,714.29,825.02,937.16,5932.8
江西,景德镇,36.57,40.01,43.75,47.1,49.88,55.81,66.82,71.35,83.58,95.78,112.66,149.22,167.95,197.7,240.93,281.58,328.26,2068.95
江西,九江,102.75,75.36,89.53,98.63,110.33,121.99,142,168.59,198.66,233.91,276.76,333.82,402.37,502.36,632.67,753.38,855.43,5098.54
江西,南昌,94.7,104.46,116.38,125.37,142.31,160.66,174.06,202.13,314.95,371.22,444.62,535.01,591.03,699.13,928.23,987.47,1116.53,7108.26
江西,萍乡,28.25,23.89,26.59,27.29,29.67,39.55,46.99,58.62,83.85,100.89,123.4,153.14,163.24,200.06,251.65,281.85,304.74,1943.67
江西,上饶,137.77,132.8,147,157.09,172.09,195.44,221.65,259.58,335.29,393.41,469.9,560.66,648.25,782.99,949.91,1103.76,1235.78,7903.37
江西,新余,10.03,10.9,11.71,12.57,13.57,14.83,16.95,20.87,27.48,33.19,46.01,66.37,80.24,101.05,130.2,149,176.45,921.42
江西,宜春,134.08,144.68,150.43,154.43,162.69,173.86,197.39,230.49,318.56,378.51,463.65,572.66,644.27,790.3,961.75,1099.71,1224.46,7801.92
江西,鹰潭,31.67,31.66,34.56,40.05,43.93,48.46,61.28,74.79,97.21,127.21,175.63,199.16,187.73,250.98,310.67,344.39,397.49,2456.87
江西,汇总,942.64,965.94,1039.86,1099.93,1186.31,1307.24,1487.45,1715.82,2263.43,2672.07,3234.97,3953.51,4474.45,5423.63,6705.49,7651.64,8644.87,54769.25
辽宁,鞍山,192.94,220.61,237.89,247.23,268.65,303.84,322.37,366.03,416.06,409.03,483.29,604.3,775.82,987.57,1098.61,1299.58,1370.7,9604.52
辽宁,本溪,35.03,39.85,38.01,42.06,47.52,53.25,58.77,71.04,82.81,97.87,117.38,147.73,180.26,232.59,295.68,336.5,350.1,2226.45
辽宁,朝阳,104.59,65.26,60.96,55.15,61.09,71.82,74.26,110.77,159.16,197.96,288.01,400.48,468.85,614.81,755.12,875.15,905.24,5268.68
辽宁,大连,138.13,159.83,184.91,182.76,182.01,200.2,235.26,274.76,333.11,411.68,500.03,620.28,787.13,1037.19,1296.91,1470.81,1600.84,9615.84
辽宁,丹东,106.81,117.43,129.52,138.3,151.23,166.39,191.84,233.1,283.82,342.15,417.55,526.26,587.3,752.42,947.24,1097.93,1178.97,7368.26
辽宁,抚顺,41.08,49.68,57.92,63.18,73.07,77.07,84.1,96.51,71.21,90.81,117.63,153.56,190.53,261.74,289.29,357,363.7,2438.08
辽宁,阜新,20.2,27.72,21.71,14.94,18.53,24.61,30.17,42,47.3,50.39,67.39,85.41,127.34,170.13,229.56,290,299.55,1566.95
辽宁,葫芦岛,49.64,59.22,61.27,65.03,75.32,88.8,102.73,116.2,113.82,122.62,144.43,174.53,169.59,215.22,285.6,351.3,371.73,2567.05
辽宁,锦州,102.53,112.17,104.94,107.21,126.68,145.87,169.91,192.67,222.15,218.09,251.37,326.56,366.56,475.86,582.75,687.55,709.35,4902.22
辽宁,辽阳,71.11,72.87,77.02,76.3,83.79,95.1,105.24,130.36,159.6,149.59,182.05,229.43,264.96,361.46,438.45,478.75,518.71,3494.79
辽宁,盘锦,48.31,53.45,54.64,56.89,57.87,65.93,79.15,94.18,113.87,119.48,150.81,221.98,229.38,318.35,397.29,396.4,517.83,2975.81
辽宁,沈阳,220.25,246.08,277.46,299.22,280.35,314.83,354.15,445.89,562.17,546.77,690.31,792.87,1151.57,1536.27,2000.51,2412.19,2478.5,14609.39
辽宁,铁岭,71.75,85.62,87.78,86.8,83.84,95.37,115.23,145.9,176.57,245.96,338.99,457.35,703.47,934.03,1204.07,1308.55,1193.84,7335.12
辽宁,营口,77.32,89.94,98.17,108.35,125.42,144.34,150.25,181.85,220.97,268.03,327.76,399.39,456.32,570.19,665.14,719.21,744.44,5347.09
辽宁,汇总,1279.69,1399.73,1492.2,1543.42,1635.37,1847.42,2073.43,2501.26,2962.62,3270.43,4077,5140.13,6459.08,8467.83,10486.22,12080.92,12603.5,79320.25
内蒙,阿拉善旗,7.52,8.53,10.05,11.65,13.5,15.47,20.31,51.17,67.1,81.9,109.18,178.18,242.46,299.09,382.49,443.25,444.44,2386.29
内蒙,巴彦淖尔,101.11,105.29,106.23,107.96,116.41,127.68,151.2,189.48,222.98,280.84,356.71,439.06,509.86,603.34,701.61,813.34,834.87,5767.97
内蒙,包头,29.41,33.77,32.18,31.13,31.75,35.82,40.17,56.54,67.77,82.92,106.25,154.17,203.32,241.23,323.15,388.72,428.3,2286.6
内蒙,赤峰,84.08,88.16,91.51,89.81,99.34,115.46,138.18,167.55,191.1,242.77,345.7,443.33,534.96,618.7,771.08,891.6,979.03,5892.36
内蒙,鄂尔多斯,78.78,100.14,119.67,151.64,167.34,204.48,270.27,390.47,537.29,801.36,1183.41,1629.45,2173.75,2685.19,3256.53,3792.91,4060.1,21602.78
内蒙,呼和浩特,37.81,42.98,47.6,53.96,63.42,82.59,107.71,166.38,209.24,273.15,346.86,403.98,462.66,538.41,639.94,741.36,726.79,4944.84
内蒙,呼伦贝尔,126.24,129.78,134.34,136.5,147.96,177.81,196.39,265.56,343.25,394.99,501.04,644.84,788.42,947.2,1160.89,1364.04,1497.6,8956.85
内蒙,通辽,46.51,49.22,56.59,61.71,70.16,82.34,99.51,108.96,128.59,178.02,258.98,380.28,449.08,567.17,693.84,834.21,923.34,4988.51
内蒙,乌兰察布,63.91,74.17,83.53,93.48,102.08,120.08,147.95,207.86,253.43,283.65,347.37,434.68,500.01,567.6,690.04,782.53,833.33,5585.7
内蒙,锡林郭勒盟,46.46,56.31,62.1,72.02,69.35,82.18,103.58,137.22,169.79,217.63,298.31,404.19,498.73,613.45,717.32,837.53,932.75,5318.92
内蒙,兴安盟,57.3,64.39,66.52,63.38,67.06,85.99,97.49,103.32,119.32,151.18,179.02,227.1,215.15,326.79,407.22,486.27,420.16,3137.66
内蒙,汇总,679.13,752.74,810.32,873.24,948.37,1129.9,1372.76,1844.51,2309.86,2988.41,4032.83,5339.26,6578.4,8008.17,9744.11,11375.76,12080.71,70868.48
宁夏,固原,6.94,7.83,8.45,7.37,8.93,10.15,13.1,15.91,20.19,23.51,29.8,36.22,43.15,50.7,62.22,76.03,87.96,508.46
宁夏,石嘴山,8.61,9.51,10.09,11.21,12.15,13.31,16.17,22.23,26.02,31.11,40.77,60.78,67.92,80.11,100.39,111.75,124.86,746.99
宁夏,吴忠,24.71,26.76,27,38.27,42.61,47.4,58.26,68.58,66.19,81.34,92.74,110.84,121.41,138.28,174.85,199.55,223.42,1542.21
宁夏,银川,26.19,28.49,30.43,33.69,36.73,39.5,44.78,58.54,75.04,91.86,124.24,160.61,204.42,275.57,379.62,438.02,491.65,2539.38
宁夏,中卫,9.02,10.47,12.06,12.64,15.06,17.83,21.89,24.87,33.03,36.51,45.02,59.3,72.71,88.98,117.12,132.28,151.83,860.62
宁夏,汇总,77.96,86.03,91.3,106.86,119.48,132.55,159.32,193.72,225.38,269.96,339.25,435.78,519.03,644.41,846.91,972.22,1096.86,6317.02
青海,果洛,3.9,4.31,4.46,5.03,5.53,6.03,6.68,7.16,7.89,8.66,10.13,12.65,12.58,18.78,26.15,30.55,32.08,202.57
青海,海北,9.52,9.84,10.22,10.56,12.26,13.95,16.09,18.29,20.41,23.51,28.73,38.19,47.55,54.52,77.86,95.96,112.26,599.72
青海,海东,26.26,28.7,30.86,38.94,43.31,49.19,55.49,63.24,72.52,84.82,101.83,121.82,132.33,169.66,217.5,271.83,333.9,1842.2
青海,海南,11.23,11.95,12.4,14.54,15.88,17.77,19.75,23.68,29.05,32.83,40.86,51.61,58.72,69.89,82.36,104.35,117.12,713.99
青海,海西,5.77,5.58,6.02,7.47,8.94,10.9,12.88,15.7,19.87,25.88,34.22,54.22,70.73,90.65,132.61,174.71,173.2,849.35
青海,黄南,7.76,10.7,12.28,13.36,14.42,15.89,16.44,19.77,22.74,23.39,28,33.95,34.63,43.68,48.39,58.1,66.47,469.97
青海,西宁,23.33,25.51,26.89,29.91,33.83,38.42,47.16,59.69,73.06,95.54,109.3,143.44,145.61,187.87,238.08,259.85,290.46,1827.95
青海,玉树,3.85,4.01,5.59,5.99,7.58,8.33,9.68,9.73,12.68,15.53,15.94,21.82,22.79,25.33,35.23,47.17,45.29,296.54
青海,汇总,101.83,112.63,121.55,142.54,163.9,188.01,219.01,261.22,314.95,383.58,459.21,614.7,687.02,860.44,1100.69,1332.52,1489.66,8553.46
山东,滨州,149.99,172.39,190.07,208.44,231.97,264.75,325.79,423.97,529.96,670.85,824.71,1003.01,1069.92,1236.8,1441.7,1624.18,1726.11,12094.61
山东,德州,192.88,204.01,236.11,277.69,297.5,364.24,453.96,552.6,711.55,824.08,944.21,1112.15,1247.06,1430.68,1616.17,1854.89,2168.5,14488.28
山东,东营,88.22,101.05,84.62,96.03,109.99,128.24,160.21,220.79,283.05,392.45,500.92,617.45,722.97,873.57,1018.3,1190.4,1318.25,7906.51
山东,菏泽,158.77,166.6,149.21,166.49,180.45,198.15,234.65,303.08,362.57,433.78,528.79,641.58,732.54,927.07,1127.1,1383.6,1600.61,9295.04
山东,济南,251.81,277.46,266.9,294.39,309.31,338.39,389.62,468.76,568.95,667.87,780.16,750.44,838.74,956.53,1091.32,1386.39,1554.87,11191.91
山东,济宁,387.77,413.09,439.75,480.93,540.16,618.98,755.73,949.69,1053.21,1234.5,1479.95,1770.12,1920.61,2164.07,2420.96,2741.73,3037.05,22408.3
山东,聊城,166.76,176.67,184.14,205.33,235.83,279.73,339.31,428.51,537.09,670.46,831.79,1013.79,1134.05,1333.25,1532.47,1704.06,1973.79,12747.03
山东,临沂,304.77,322,353.47,385.42,428.44,477.06,561.37,678.04,861.67,966.89,1156.43,1338.78,1457.4,1512.69,1641.6,1872.16,2100.47,16418.66
山东,青岛,347.28,430.33,445.96,520.86,614.77,727.4,879.96,1044.25,1362.35,1589.6,1880.23,2161.49,2351.83,2598.15,3103.53,3502.3,3099.91,26660.2
山东,日照,70.88,78.71,85.82,96.52,106.71,119.39,135.44,161.14,150.02,182.77,224.22,279.46,309.68,314.73,375.7,402.56,452.54,3546.29
山东,泰安,177.13,214.44,213.1,236.66,269.48,315.88,385.39,462.54,581.15,728.03,879.41,1085.02,1241.79,1491.7,1704.66,1921.3,2067.17,13974.85
山东,威海,359.52,400.65,372.66,411.96,458.77,515.53,617.68,729.7,851.75,997.09,1150.39,1315.3,1499.58,1549.9,1675.1,1874,1913.43,16693.01
山东,潍坊,520.72,570.35,485.14,531.43,592.97,656.79,755.77,928.44,1118.73,1316.89,1535.11,1843.49,2019.28,2314.29,2664.71,3009.79,3368.11,24232.01
山东,烟台,461.22,476.34,516.54,568.62,626.55,716.33,836.33,1038.06,1289.43,1558.61,1869.84,2238.77,2494.94,2658.48,2965.54,3160.58,3467.07,26943.25
山东,枣庄,95.86,105.23,102.38,110.51,123.49,140.53,190.11,252.43,319.89,377.68,404.06,477.13,545.21,633.92,728.13,830.85,902.64,6340.05
山东,淄博,84.07,93.13,91.94,105.18,119.49,136.83,170.49,214.6,274.85,318.32,384.63,482.96,542.17,625.47,716.7,780.84,862.35,6004.02
山东,汇总,3817.65,4202.45,4217.81,4696.46,5245.88,5998.22,7191.81,8856.6,10856.22,12929.87,15374.85,18130.94,20127.77,22621.3,25823.69,29239.63,31612.87,230944.02
山西,大同,36.92,39.17,30.53,34.05,30.1,42.46,49.72,61.15,71,76.26,97.51,115.59,108.1,132.03,165.22,179.36,193.03,1462.2
山西,晋城,102.44,109.94,117.07,104.45,110.21,118.08,142.84,168.75,214.41,296.41,341.48,431.39,487.85,581.28,715.87,805.54,812.96,5660.97
山西,晋中,103.47,109.75,104.67,103.61,114.96,129.17,157.76,197.93,264.94,308.78,375.69,475.58,516.83,619.87,715.9,795.53,812.63,5907.07
山西,临汾,118.23,131.82,132.49,128.1,145.61,172.93,228.92,297.77,407.42,463.47,521.56,588.26,594.43,706.82,907.67,977.55,988.64,7511.69
山西,吕梁,93.8,93.39,87.82,91.98,95.76,120.53,162.26,223.71,317.81,400.88,500.96,605.66,585.13,861.99,1150.67,1176.92,1259.52,7828.79
山西,朔州,36.59,36.19,34.02,41.09,38.97,50.84,58.4,66.11,83.32,116.13,160.98,197.73,244.13,285.95,367.59,441.05,480.06,2739.15
山西,太原,55.91,64.82,68.67,53.16,56.15,68,83.11,106.73,114.97,122.8,140.37,187.53,122.79,155.75,194.44,198.63,193.79,1987.62
山西,忻州,55.55,60.97,53.46,59.32,59.47,69.1,85.86,106.17,138.76,166.5,222.29,268.95,286.57,374.66,494.39,555.32,601.52,3658.86
山西,阳泉,25.02,27.67,28.45,23.97,24.73,27.14,30.21,40.18,60.8,73.47,85.02,100.19,113.21,147.76,178.35,206.3,218.99,1411.46
山西,运城,125.8,137.06,138.35,138.87,153.89,189.11,253.37,312.81,399.8,476.41,556.96,595.1,595.22,705.62,891.72,904.7,978.57,7553.36
山西,长治,81.04,88.61,89.59,87.06,93.79,111.34,150.09,191.93,241.24,291.44,361.25,484.92,545.94,674.92,924.84,999.92,976.48,6394.4
山西,汇总,834.77,899.39,885.12,865.66,923.64,1098.7,1402.54,1773.24,2314.47,2792.55,3364.07,4050.9,4200.2,5246.65,6706.66,7240.82,7516.19,52115.57
陕西,安康,37.08,39.64,41.39,45.88,46.25,51.16,56.81,66.54,84.68,98.54,117.98,149.54,181.89,217.67,269.88,350.89,418.11,2273.93
陕西,宝鸡,74.32,78.97,83.6,88.25,91.43,101.09,128.17,135.26,180.5,269.92,323.42,309.33,368.57,558.94,680.3,671.04,937,5080.11
陕西,汉中,81.63,88.73,91.36,92.77,100.8,108.9,129.41,135.4,167.16,191.45,227.24,275.76,324.75,401,516.55,623.34,714.16,4270.41
陕西,南平,19.13,20.44,21.85,,25.41,,30.83,34.94,37.57,43.31,,,69.49,,111.08,,,414.05
陕西,商洛,30.38,35.8,40.31,44.63,49.14,54.19,61.59,69.98,100.16,114.16,136.49,136.52,173.29,285.86,363.64,345.44,515.26,2556.84
陕西,铜川,7.27,8.03,8.91,9.54,10.22,12.43,14.93,20.31,27.76,34.24,40.99,7.81,10.48,96.3,122.48,21.21,166.48,619.39
陕西,渭南,104.68,94.16,98.16,103.7,111.16,118.57,139.03,169.56,215.23,244.62,282.11,347.37,443.14,543.79,697.72,837.69,950.85,5501.54
陕西,西安,78.11,91.92,99.44,87.61,99.34,110.19,116.96,181.35,189.44,231.59,198.34,254.53,309.39,653.64,790.56,544.3,998.88,5035.59
陕西,咸阳,89.41,100.67,109.32,111.54,123.94,137.48,147.52,176.03,242.8,277.73,337.68,457.65,534.33,673.05,825.98,984.86,1172.59,6502.58
陕西,延安,51.61,55.9,60.39,71.8,81.7,89.97,106.14,143.78,225.91,281.58,430.2,516.32,519.95,618.48,769.42,867.26,928.17,5818.58
陕西,榆林,45,51.91,54.72,65.16,76.86,99.46,119.42,161.55,268.94,378,594.45,898.63,1119.01,1507.66,1970.06,2370.9,2382.01,12163.74
陕西,汇总,621.31,669.14,712.32,723.92,819.62,887.29,1055.25,1300.42,1747.17,2173.48,2699.53,3368.39,4071.81,5579.46,7145.69,7651.8,9224.84,50451.44
上海,上海,191.91,214.81,233.05,259.83,291.3,330.73,402.66,489.88,593.94,727.33,900.29,144.13,170.65,687.9,224.1,236.3,897.14,6995.95
上海,汇总,191.91,214.81,233.05,259.83,291.3,330.73,402.66,489.88,593.94,727.33,900.29,144.13,170.65,687.9,224.1,236.3,897.14,6995.95
四川,阿坝,29.31,32.05,33.05,35.57,40.42,44.77,51.07,62.33,75.45,87.06,104.37,75.88,109,132.66,167.12,197.58,223.95,1501.64
四川,巴中,36.57,39.03,40.75,46.31,47.67,50.28,61.03,73.64,78.62,88.69,107.72,131.87,148.19,175.45,216.54,255.75,272.84,1870.95
四川,成都,469.9,524.42,564.7,643.12,714.52,799.9,891.69,1032.6,949.74,1099.89,1344.79,1162.59,1345.97,2307.88,2644.38,2324.66,3410.67,22231.42
四川,达州,134.16,138.18,151.78,163.45,179.08,198.29,224.09,274.3,292.38,342.98,436.28,519.9,580,697.23,863.88,977.83,1062.05,7235.86
四川,德阳,162.31,183.19,192.55,208.99,227.59,250.69,283.29,334.52,367.01,426,516.16,496.71,568.05,644.09,797.11,900.32,987.83,7546.41
四川,甘孜,22.58,23.54,20.66,24.48,27.86,31.53,35.18,41.84,50.06,60.17,78.35,93.1,103.73,123.13,152.27,174.44,201.12,1264.04
四川,广安,58.52,64.34,63.96,72.02,79.52,89.28,102.28,123.12,138.09,158.46,192.63,230.55,258.37,307.83,378.27,432.33,479.46,3229.03
四川,广元,50.15,51.14,50.79,51.27,46.79,50.87,57.56,70.29,79.83,91.43,114.56,129.52,149.34,172.81,212.3,243.84,271.03,1893.52
四川,乐山,67.55,72.38,78.39,85.8,97.27,110.01,126.79,152.81,170.82,198.54,244.55,299.21,324.86,385.33,472.45,530.95,578.79,3996.5
四川,凉山,114.34,123.18,132.72,141.97,157.78,175.01,198.43,244.27,299.53,359.6,450.57,561.05,627.31,784.2,1000.11,1122.65,1214.39,7707.11
四川,泸州,73.96,78.08,82.94,83.51,89.21,95.73,105.96,124.97,137.92,160.47,198.66,247.55,284.73,345.13,436.81,501.85,552.88,3600.36
四川,眉山,67.64,79.14,80,84.12,90.56,100.65,115.47,144.55,168.57,194.65,225.83,278.02,313.25,360.72,447.35,515.88,566.16,3832.56
四川,绵阳,147.3,158.58,167.91,178.67,190.46,210.11,230.93,269.78,266.85,305.27,374.02,393.28,433.78,512.21,635.35,722.72,755.53,5952.75
四川,南充,84.8,91.02,95.74,114.82,129.42,141.12,159.33,195.46,212.94,250.63,321.39,385.87,439.6,527.49,656.51,749.59,852.06,5407.79
四川,内江,72.27,78.45,82.86,89.96,98.62,109.83,123.28,148.94,158.96,188.66,234.1,305.64,354.08,436.21,543.58,619.58,678.58,4323.6
四川,攀枝花,13.43,14.39,19.27,21.18,25.97,33.19,39.14,49.52,61.19,71.76,78.41,96.92,94.6,128.6,165.76,195.74,211.94,1321.01
四川,遂宁,67.01,68.5,66.93,71.86,78.32,86.17,96.82,117.62,128.97,152.91,191.14,238.11,256.87,303.94,361.39,415.8,448.38,3150.74
四川,雅安,47.79,51.13,50.38,55.52,61.65,63.28,72.37,85.95,88.7,105.83,124.65,149.88,170.47,203.67,206.43,236,298.49,2072.19
四川,宜宾,91.37,102.5,109.53,117.12,132.26,148.94,167.91,202.42,206.37,238.95,302.87,384.31,437.57,546.23,712.92,727.85,877.09,5506.21
四川,资阳,98.4,95.05,96.98,99.37,105.9,117.04,138.15,170.6,178.93,208.72,257.84,321.92,365.46,443.32,565.69,667.07,740.49,4670.93
四川,自贡,55.39,59.3,61.18,61.31,67.02,74.12,83.06,102.69,97.66,110.93,137.83,169.79,188.93,224.94,275.34,315.28,352.7,2437.47
四川,汇总,1964.75,2127.59,2243.07,2450.42,2687.89,2980.81,3363.83,4022.22,4208.59,4901.6,6036.72,6671.67,7554.16,9763.07,11911.56,12827.71,15036.43,100752.09
天津,天津,222.28,222.5,239.14,256.9,292.23,334.3,394.02,447.4,369.72,425.71,470.81,678.78,806.87,904.83,1142.05,1401.52,1698.63,10307.69
天津,汇总,222.28,222.5,239.14,256.9,292.23,334.3,394.02,447.4,369.72,425.71,470.81,678.78,806.87,904.83,1142.05,1401.52,1698.63,10307.69
西藏,阿里,1.29,1.94,1.68,2.53,3.18,2.6,4.06,4.9,5.66,10.72,7.56,8.57,9.15,10.13,11.7,14,15.88,115.55
西藏,昌都,9.97,9.98,7.6,15.8,13.47,17.63,19.12,24.67,24.61,24.09,40.45,47.34,54.87,67.07,75.4,89.8,109.91,651.78
西藏,拉萨,4.01,6.35,5.72,9.11,8.76,10.32,12.62,18.5,19.49,23.97,29.2,29.71,39.8,43.2,52.3,67.3,84.94,465.3
西藏,林芝,4.61,7.44,9.45,4.83,12.27,14.49,17.55,21.39,13.94,28.7,33.14,38.84,44.74,53.63,61.5,72.3,81.82,520.64
西藏,那曲,3.63,6.28,5.43,6.37,8.76,8.76,10.91,13.18,15.34,20.45,26.14,28.89,30.76,33.34,45.5,50.6,42.73,357.07
西藏,日喀则,6.22,19.12,17.22,16.68,15.9,19.3,22.1,30.43,32.77,52.09,48.87,64.69,72.43,82.82,99.43,110.05,123.54,833.66
西藏,山南,4.11,7.05,6.32,5.32,10.8,13.25,15.84,19.22,26.44,28.61,33.34,40.27,46.34,53.55,63.3,72.3,84.24,530.3
西藏,汇总,34.86,60.02,65.52,62.9,75.5,88.57,103.56,135.53,141.71,192.87,223.75,263.77,304.17,350.46,418.23,487.25,552.76,3561.43
新疆,阿克苏,46.75,52.24,49.57,55.54,57.68,65.59,74.53,90.75,99.31,112.49,132.97,150.11,182.6,226.86,288.89,355.44,372.34,2413.66
新疆,阿勒泰,24.53,26.86,29.24,31.42,34.99,38,40.34,52.88,56.81,77.62,97.94,117.5,117.85,140.29,168.65,189.6,191.27,1435.79
新疆,巴音郭楞,94.82,94.9,108.59,138.55,144.99,156.03,196.95,241.83,325.55,413.47,470.5,586.59,525.3,640.2,817.54,908.23,1013.76,6877.8
新疆,博尔塔,11.71,13.85,19.44,21.95,24.58,22.48,27.97,37.75,41.07,63.14,73.71,88.2,100.03,131.26,150.93,122.31,,950.38
新疆,哈密,23.07,24.98,31.31,34.4,37.12,40.87,48.53,53.47,68.24,77.48,91.99,125.94,130.22,167.4,220.9,268.24,327.4,1771.56
新疆,和田,28.15,29.01,24.74,26.92,26.97,32.65,37.01,42.98,48.77,55.35,63.69,74.51,87.1,103.49,126.89,150.08,170.4,1128.71
新疆,吉昌,88.84,86.45,98.04,105.74,107.29,132.4,155.81,184.44,220.44,255.34,313.41,390.95,439.49,543.14,668.72,776.24,879.84,5446.58
新疆,喀什,68.66,70.3,67.67,74.27,79.34,89.25,99.98,111.93,131.61,164.24,216.46,277.64,326.44,334.91,420.14,517.49,619.46,3669.79
新疆,克孜勒,5.95,6.49,7.4,7.72,9.78,10.78,12.92,14.11,17.48,19.58,23.07,26.78,31.65,36.96,47.93,60.76,75.3,414.66
新疆,塔城,41.5,52.42,87.54,82.66,91.95,102.24,115.48,129.94,144.48,173.15,206.58,258.43,279.52,332.88,393.12,459.94,459.87,3411.7
新疆,吐鲁番,46.81,49.36,54.99,58.93,67.32,67.56,83.34,96.88,119.57,147.86,171.38,199.56,154.05,183.87,222.21,247.4,267.31,2238.4
新疆,伊犁,71.6,76.62,80.55,87.42,96.53,102.52,118.1,137.84,171.63,199.72,240.15,296.95,334.23,408.26,494.94,584.37,683.3,4184.73
新疆,汇总,585.12,636.08,731.03,787.78,810.96,922.35,1082.61,1319.14,1612,1952,2332.86,2754.98,3076.1,3637.93,4544.36,5293.39,5746.25,37824.94
云南,保山,34.25,36.88,39,41.24,44.21,47.2,51.17,57.83,69.27,79.7,95.9,113.37,129.91,155.49,198.82,239.78,280.05,1714.07
云南,楚雄,83.22,91.29,106.04,107.93,115.85,126.35,142.78,164.31,191.06,218.96,262.19,311.95,351.91,413.58,492.71,573.14,644.45,4397.72
云南,大理,106.36,115.88,128.55,134.28,150.45,163.37,179.71,191.86,227.39,263.39,309.45,358.9,398.29,464.4,569.87,701.57,798.49,5262.21
云南,德宏,33.16,34.17,34.55,36.69,38.21,38.39,41.74,49.17,58.98,70.65,84.33,99.6,116.02,140.63,172.62,201.94,232.25,1483.1
云南,迪庆,6.4,6.62,7.29,8.04,8.9,9.85,11.3,19.73,27.98,34.36,44.46,57.16,67.78,79.09,96.54,113.84,131.81,731.15
云南,红河,113.34,123.35,133.69,143.68,167.46,191.2,213.15,254.17,304.47,347.45,415.08,501.62,551.68,650.54,780.45,914.39,1029.05,6834.77
云南,昆明,120.34,129.41,135.34,142.37,150.09,161.51,181.19,204.96,256.35,294.07,348.27,416.36,467.03,533.74,642.02,808.64,929.87,5921.56
